date;class;focuses;uf
2025/05;Fogo em áreas de desmatamento consolidado;77;MATO GROSSO DO SUL
2024/07;Fogo em áreas de vegetação nativa;108;MATO GROSSO DO SUL
2025/02;Fogo em áreas de desmatamento consolidado;31;MATO GROSSO DO SUL
2025/03;Fogo em áreas de desmatamento consolidado;50;MATO GROSSO DO SUL
2024/09;Fogo em áreas de desmatamento recente;33;MATO GROSSO DO SUL
2024/09;Fogo em áreas de desmatamento consolidado;158;MATO GROSSO DO SUL
2024/08;Fogo em áreas de vegetação nativa;2588;MATO GROSSO DO SUL
2025/06;Fogo em áreas de desmatamento consolidado;40;MATO GROSSO DO SUL
2024/09;Fogo em áreas de vegetação nativa;96;MATO GROSSO DO SUL
2025/04;Fogo em áreas de vegetação nativa;3;MATO GROSSO DO SUL
2024/08;Fogo em áreas de desmatamento consolidado;786;MATO GROSSO DO SUL
2025/04;Fogo em áreas de desmatamento consolidado;2;MATO GROSSO DO SUL
2024/08;Fogo em áreas de vegetação nativa;71;MATO GROSSO DO SUL
2024/11;Fogo em áreas de desmatamento consolidado;5;MATO GROSSO DO SUL
2024/08;Fogo em outras áreas;89;MATO GROSSO DO SUL
2024/08;Fogo em áreas de desmatamento recente;36;MATO GROSSO DO SUL
2024/08;Fogo em áreas de desmatamento recente;92;MATO GROSSO DO SUL
2024/06;Fogo em áreas de desmatamento recente;8;MATO GROSSO DO SUL
2025/03;Fogo em áreas de desmatamento recente;7;MATO GROSSO DO SUL
2024/10;Fogo em áreas de vegetação nativa;4;MATO GROSSO DO SUL
2025/03;Fogo em áreas de vegetação nativa;1;MATO GROSSO DO SUL
2024/08;Fogo em áreas de desmatamento consolidado;432;MATO GROSSO DO SUL
2025/04;Fogo em outras áreas;1;MATO GROSSO DO SUL
2025/04;Fogo em áreas de desmatamento consolidado;2;MATO GROSSO DO SUL
2025/06;Fogo em áreas de vegetação nativa;1;MATO GROSSO DO SUL
2025/03;Fogo em áreas de desmatamento recente;3;MATO GROSSO DO SUL
2024/12;Fogo em áreas de desmatamento consolidado;32;MATO GROSSO DO SUL
2024/10;Fogo em áreas de desmatamento recente;1;MATO GROSSO DO SUL
2024/07;Fogo em áreas de vegetação nativa;987;MATO GROSSO DO SUL
2025/05;Fogo em áreas de desmatamento recente;45;MATO GROSSO DO SUL
2025/04;Fogo em áreas de desmatamento consolidado;9;MATO GROSSO DO SUL
2024/10;Fogo em áreas de desmatamento consolidado;128;MATO GROSSO DO SUL
2024/08;Fogo em áreas de desmatamento recente;7;MATO GROSSO DO SUL
2024/07;Fogo em áreas de desmatamento consolidado;17;MATO GROSSO DO SUL
2024/08;Fogo em áreas de vegetação nativa;435;MATO GROSSO DO SUL
2025/01;Fogo em áreas de desmatamento consolidado;84;MATO GROSSO DO SUL
2024/11;Fogo em áreas de desmatamento consolidado;23;MATO GROSSO DO SUL
2024/12;Fogo em áreas de vegetação nativa;7;MATO GROSSO DO SUL
2025/02;Fogo em áreas de desmatamento recente;3;MATO GROSSO DO SUL
2024/07;Fogo em outras áreas;27;MATO GROSSO DO SUL
2025/01;Fogo em áreas de desmatamento recente;11;MATO GROSSO DO SUL
2024/10;Fogo em áreas de desmatamento consolidado;13;MATO GROSSO DO SUL
2024/10;Fogo em áreas de vegetação nativa;14;MATO GROSSO DO SUL
2025/03;Fogo em áreas de desmatamento consolidado;8;MATO GROSSO DO SUL
2024/12;Fogo em áreas de desmatamento recente;1;MATO GROSSO DO SUL
2024/12;Fogo em áreas de desmatamento consolidado;1;MATO GROSSO DO SUL
2024/06;Fogo em áreas de vegetação nativa;47;MATO GROSSO DO SUL
2025/02;Fogo em áreas de desmatamento consolidado;2;MATO GROSSO DO SUL
2024/07;Fogo em áreas de desmatamento recente;54;MATO GROSSO DO SUL
2024/11;Fogo em áreas de vegetação nativa;11;MATO GROSSO DO SUL
2024/07;Fogo em áreas de desmatamento consolidado;70;MATO GROSSO DO SUL
2024/06;Fogo em áreas de desmatamento recente;47;MATO GROSSO DO SUL
2024/09;Fogo em áreas de desmatamento consolidado;677;MATO GROSSO DO SUL
2024/07;Fogo em áreas de desmatamento consolidado;147;MATO GROSSO DO SUL
2024/11;Fogo em outras áreas;2;MATO GROSSO DO SUL
2025/04;Fogo em áreas de desmatamento recente;6;MATO GROSSO DO SUL
2025/01;Fogo em áreas de vegetação nativa;1;MATO GROSSO DO SUL
2025/02;Fogo em áreas de vegetação nativa;2;MATO GROSSO DO SUL
2024/11;Fogo em áreas de desmatamento recente;11;MATO GROSSO DO SUL
2024/08;Fogo em áreas de desmatamento consolidado;112;MATO GROSSO DO SUL
2024/06;Fogo em áreas de desmatamento consolidado;147;MATO GROSSO DO SUL
2024/06;Fogo em áreas de vegetação nativa;2167;MATO GROSSO DO SUL
2024/09;Fogo em áreas de vegetação nativa;177;MATO GROSSO DO SUL
2024/12;Fogo em áreas de desmatamento recente;7;MATO GROSSO DO SUL
2025/01;Fogo em áreas de vegetação nativa;14;MATO GROSSO DO SUL
2024/06;Fogo em outras áreas;93;MATO GROSSO DO SUL
2024/11;Fogo em áreas de desmatamento consolidado;4;MATO GROSSO DO SUL
2024/09;Fogo em outras áreas;3;MATO GROSSO DO SUL
2024/10;Fogo em áreas de vegetação nativa;663;MATO GROSSO DO SUL
2024/06;Fogo em áreas de desmatamento recente;31;MATO GROSSO DO SUL
2025/05;Fogo em áreas de vegetação nativa;3;MATO GROSSO DO SUL
2025/02;Fogo em áreas de desmatamento consolidado;73;MATO GROSSO DO SUL
2024/09;Fogo em áreas de desmatamento recente;43;MATO GROSSO DO SUL
2025/06;Fogo em áreas de desmatamento recente;34;MATO GROSSO DO SUL
2025/06;Fogo em áreas de desmatamento recente;5;MATO GROSSO DO SUL
2024/07;Fogo em áreas de vegetação nativa;1;MATO GROSSO DO SUL
2024/09;Fogo em áreas de desmatamento recente;3;MATO GROSSO DO SUL
2024/06;Fogo em áreas de desmatamento consolidado;107;MATO GROSSO DO SUL
2025/01;Fogo em áreas de desmatamento recente;2;MATO GROSSO DO SUL
2024/06;Fogo em áreas de vegetação nativa;33;MATO GROSSO DO SUL
2025/02;Fogo em áreas de desmatamento recente;8;MATO GROSSO DO SUL
2025/05;Fogo em áreas de desmatamento recente;252;MATO GROSSO
2025/05;Fogo em áreas de vegetação nativa;50;MATO GROSSO
2024/07;Fogo em áreas de desmatamento recente;67;MATO GROSSO
2025/04;Fogo em áreas de vegetação nativa;3;MATO GROSSO
2025/06;Fogo em áreas de desmatamento consolidado;126;MATO GROSSO
2025/04;Fogo em áreas de desmatamento recente;23;MATO GROSSO
2025/06;Fogo em áreas de desmatamento recente;201;MATO GROSSO
2025/06;Fogo em áreas de vegetação nativa;41;MATO GROSSO
2024/07;Fogo em áreas de vegetação nativa;570;MATO GROSSO
2025/04;Fogo em áreas de desmatamento consolidado;121;MATO GROSSO
2025/05;Fogo em áreas de desmatamento consolidado;1;MATO GROSSO
2024/08;Fogo em áreas de desmatamento consolidado;2096;MATO GROSSO
2025/04;Fogo em áreas de vegetação nativa;1;MATO GROSSO
2024/08;Fogo em áreas de desmatamento recente;345;MATO GROSSO
2025/03;Fogo em áreas de vegetação nativa;6;MATO GROSSO
2024/08;Fogo em outras áreas;19;MATO GROSSO
2025/03;Fogo em áreas de desmatamento recente;23;MATO GROSSO
2025/03;Fogo em áreas de desmatamento consolidado;4;MATO GROSSO
2025/03;Fogo em áreas de desmatamento consolidado;259;MATO GROSSO
2024/08;Fogo em áreas de vegetação nativa;3607;MATO GROSSO
2024/12;Fogo em áreas de vegetação nativa;4;MATO GROSSO
2024/09;Fogo em áreas de desmatamento consolidado;3453;MATO GROSSO
2024/12;Fogo em áreas de desmatamento consolidado;2;MATO GROSSO
2025/02;Fogo em áreas de vegetação nativa;1;MATO GROSSO
2024/11;Fogo em áreas de vegetação nativa;17;MATO GROSSO
2024/06;Fogo em áreas de desmatamento consolidado;200;MATO GROSSO
2024/11;Fogo em áreas de vegetação nativa;131;MATO GROSSO
2025/02;Fogo em áreas de desmatamento consolidado;2;MATO GROSSO
2024/11;Fogo em outras áreas;24;MATO GROSSO
2024/11;Fogo em áreas de desmatamento recente;1;MATO GROSSO
2024/11;Fogo em áreas de desmatamento consolidado;5;MATO GROSSO
2024/06;Fogo em áreas de desmatamento consolidado;399;MATO GROSSO
2025/01;Fogo em áreas de vegetação nativa;4;MATO GROSSO
2025/02;Fogo em áreas de desmatamento recente;26;MATO GROSSO
2024/09;Fogo em áreas de desmatamento recente;537;MATO GROSSO
2024/06;Fogo em áreas de desmatamento recente;1051;MATO GROSSO
2024/10;Fogo em áreas de vegetação nativa;1355;MATO GROSSO
2024/06;Fogo em áreas de vegetação nativa;168;MATO GROSSO
2025/02;Fogo em áreas de desmatamento consolidado;152;MATO GROSSO
2024/10;Fogo em outras áreas;47;MATO GROSSO
2024/10;Fogo em áreas de desmatamento recente;39;MATO GROSSO
2025/01;Fogo em áreas de desmatamento recente;1;MATO GROSSO
2024/07;Fogo em áreas de desmatamento consolidado;325;MATO GROSSO
2024/09;Fogo em outras áreas;31;MATO GROSSO
2024/10;Fogo em áreas de desmatamento consolidado;273;MATO GROSSO
2024/09;Fogo em áreas de vegetação nativa;1228;MATO GROSSO
2024/07;Fogo em áreas de desmatamento recente;911;MATO GROSSO
2025/01;Fogo em áreas de desmatamento consolidado;1;MATO GROSSO
2024/09;Fogo em outras áreas;31;MATO GROSSO
2024/07;Fogo em áreas de vegetação nativa;238;MATO GROSSO
2025/01;Fogo em áreas de vegetação nativa;3;MATO GROSSO
2024/09;Fogo em áreas de desmatamento recente;46;MATO GROSSO
2024/08;Fogo em áreas de desmatamento consolidado;2428;MATO GROSSO
2024/09;Fogo em áreas de desmatamento consolidado;459;MATO GROSSO
2024/12;Fogo em áreas de vegetação nativa;12;MATO GROSSO
2024/09;Fogo em áreas de vegetação nativa;4433;MATO GROSSO
2024/08;Fogo em áreas de vegetação nativa;1097;MATO GROSSO
2024/12;Fogo em áreas de desmatamento consolidado;96;MATO GROSSO
2024/08;Fogo em áreas de desmatamento recente;2760;MATO GROSSO
2024/08;Fogo em outras áreas;41;MATO GROSSO
2024/08;Fogo em outras áreas;1;MATO GROSSO
2024/08;Fogo em áreas de desmatamento recente;44;MATO GROSSO
2024/08;Fogo em áreas de vegetação nativa;1842;MATO GROSSO
2025/01;Fogo em áreas de desmatamento recente;28;MATO GROSSO
2024/06;Fogo em áreas de desmatamento recente;124;MATO GROSSO
2024/08;Fogo em áreas de desmatamento consolidado;336;MATO GROSSO
2024/10;Fogo em áreas de desmatamento consolidado;275;MATO GROSSO
2025/01;Fogo em áreas de desmatamento consolidado;66;MATO GROSSO
2024/09;Fogo em áreas de desmatamento consolidado;3766;MATO GROSSO
2024/07;Fogo em áreas de vegetação nativa;118;MATO GROSSO
2025/01;Fogo em áreas de desmatamento recente;8;MATO GROSSO
2025/01;Fogo em áreas de desmatamento consolidado;142;MATO GROSSO
2024/07;Fogo em outras áreas;3;MATO GROSSO
2024/09;Fogo em áreas de desmatamento recente;2480;MATO GROSSO
2025/05;Fogo em áreas de desmatamento consolidado;238;MATO GROSSO
2025/01;Fogo em áreas de vegetação nativa;3;MATO GROSSO
2024/07;Fogo em áreas de desmatamento consolidado;4;MATO GROSSO
2024/09;Fogo em outras áreas;8;MATO GROSSO
2024/06;Fogo em áreas de vegetação nativa;338;MATO GROSSO
2024/09;Fogo em áreas de vegetação nativa;3492;MATO GROSSO
2025/02;Fogo em áreas de desmatamento consolidado;41;MATO GROSSO
2024/06;Fogo em outras áreas;8;MATO GROSSO
2024/06;Fogo em áreas de desmatamento recente;20;MATO GROSSO
2024/10;Fogo em áreas de desmatamento consolidado;676;MATO GROSSO
2024/06;Fogo em áreas de desmatamento consolidado;2;MATO GROSSO
2024/10;Fogo em áreas de desmatamento recente;44;MATO GROSSO
2025/02;Fogo em áreas de desmatamento recente;13;MATO GROSSO
2024/10;Fogo em áreas de desmatamento recente;335;MATO GROSSO
2025/02;Fogo em áreas de vegetação nativa;4;MATO GROSSO
2024/10;Fogo em outras áreas;1;MATO GROSSO
2025/03;Fogo em áreas de desmatamento consolidado;115;MATO GROSSO
2024/10;Fogo em outras áreas;4;MATO GROSSO
2024/10;Fogo em áreas de vegetação nativa;468;MATO GROSSO
2025/03;Fogo em áreas de desmatamento recente;16;MATO GROSSO
2025/03;Fogo em áreas de vegetação nativa;6;MATO GROSSO
2025/04;Fogo em áreas de desmatamento consolidado;39;MATO GROSSO
2024/11;Fogo em áreas de desmatamento consolidado;118;MATO GROSSO
2024/10;Fogo em áreas de vegetação nativa;296;MATO GROSSO
2024/12;Fogo em áreas de desmatamento recente;36;MATO GROSSO
2024/11;Fogo em áreas de desmatamento recente;71;MATO GROSSO
2025/04;Fogo em áreas de desmatamento recente;7;MATO GROSSO
2025/04;Fogo em áreas de vegetação nativa;5;MATO GROSSO
2024/11;Fogo em áreas de vegetação nativa;12;MATO GROSSO
2025/05;Fogo em áreas de desmatamento consolidado;91;MATO GROSSO
2024/11;Fogo em áreas de desmatamento consolidado;36;MATO GROSSO
2024/12;Fogo em áreas de desmatamento consolidado;150;MATO GROSSO
2025/05;Fogo em áreas de desmatamento recente;102;MATO GROSSO
2024/06;Fogo em áreas de vegetação nativa;361;MATO GROSSO
2025/05;Fogo em áreas de vegetação nativa;81;MATO GROSSO
2024/12;Fogo em áreas de desmatamento recente;140;MATO GROSSO
2024/12;Fogo em áreas de vegetação nativa;11;MATO GROSSO
2025/06;Fogo em áreas de desmatamento consolidado;73;MATO GROSSO
2024/07;Fogo em áreas de desmatamento consolidado;236;MATO GROSSO
2025/06;Fogo em áreas de desmatamento recente;130;MATO GROSSO
2025/06;Fogo em áreas de vegetação nativa;53;MATO GROSSO
2024/11;Fogo em áreas de desmatamento recente;20;MATO GROSSO
2025/06;Fogo em áreas de vegetação nativa;1;MATO GROSSO
2025/05;Fogo em áreas de vegetação nativa;1;MATO GROSSO
2024/07;Fogo em áreas de desmatamento consolidado;146;MARANHÃO
2025/05;Fogo em áreas de desmatamento recente;3;MARANHÃO
2024/07;Fogo em áreas de desmatamento recente;1125;MARANHÃO
2025/06;Fogo em áreas de desmatamento consolidado;4;MARANHÃO
2025/06;Fogo em áreas de desmatamento recente;3;MARANHÃO
2024/07;Fogo em áreas de vegetação nativa;519;MARANHÃO
2024/08;Fogo em áreas de desmatamento consolidado;677;MARANHÃO
2025/04;Fogo em áreas de desmatamento consolidado;12;MARANHÃO
2024/08;Fogo em áreas de desmatamento recente;890;MARANHÃO
2024/08;Fogo em outras áreas;3;MARANHÃO
2024/08;Fogo em áreas de vegetação nativa;955;MARANHÃO
2025/03;Fogo em áreas de desmatamento consolidado;3;MARANHÃO
2024/09;Fogo em áreas de desmatamento consolidado;1101;MARANHÃO
2024/06;Fogo em áreas de desmatamento consolidado;25;MARANHÃO
2024/09;Fogo em áreas de desmatamento recente;1200;MARANHÃO
2024/06;Fogo em áreas de desmatamento recente;10;MARANHÃO
2025/02;Fogo em áreas de desmatamento recente;3;MARANHÃO
2024/06;Fogo em áreas de vegetação nativa;1;MARANHÃO
2025/02;Fogo em áreas de desmatamento consolidado;9;MARANHÃO
2024/09;Fogo em outras áreas;2;MARANHÃO
2024/07;Fogo em áreas de desmatamento recente;33;MARANHÃO
2024/07;Fogo em áreas de vegetação nativa;4;MARANHÃO
2024/09;Fogo em áreas de vegetação nativa;1315;MARANHÃO
2025/01;Fogo em áreas de vegetação nativa;5;MARANHÃO
2024/08;Fogo em áreas de desmatamento consolidado;299;MARANHÃO
2024/08;Fogo em áreas de desmatamento recente;49;MARANHÃO
2025/01;Fogo em outras áreas;1;MARANHÃO
2024/08;Fogo em áreas de vegetação nativa;19;MARANHÃO
2024/10;Fogo em áreas de desmatamento consolidado;1488;MARANHÃO
2025/01;Fogo em áreas de desmatamento recente;17;MARANHÃO
2025/01;Fogo em áreas de desmatamento consolidado;108;MARANHÃO
2024/09;Fogo em áreas de desmatamento consolidado;434;MARANHÃO
2025/01;Fogo em áreas de desmatamento recente;128;MARANHÃO
2024/09;Fogo em áreas de desmatamento recente;57;MARANHÃO
2025/01;Fogo em áreas de desmatamento consolidado;163;MARANHÃO
2024/09;Fogo em outras áreas;2;MARANHÃO
2025/02;Fogo em áreas de desmatamento consolidado;29;MARANHÃO
2024/09;Fogo em áreas de vegetação nativa;21;MARANHÃO
2024/10;Fogo em áreas de desmatamento consolidado;1017;MARANHÃO
2024/10;Fogo em áreas de desmatamento recente;1267;MARANHÃO
2025/02;Fogo em áreas de desmatamento recente;57;MARANHÃO
2024/10;Fogo em áreas de desmatamento recente;150;MARANHÃO
2025/02;Fogo em áreas de vegetação nativa;7;MARANHÃO
2024/10;Fogo em outras áreas;2;MARANHÃO
2024/10;Fogo em outras áreas;1;MARANHÃO
2025/03;Fogo em áreas de desmatamento consolidado;35;MARANHÃO
2024/10;Fogo em áreas de vegetação nativa;81;MARANHÃO
2025/03;Fogo em áreas de desmatamento recente;22;MARANHÃO
2024/11;Fogo em áreas de desmatamento consolidado;1611;MARANHÃO
2025/03;Fogo em áreas de vegetação nativa;3;MARANHÃO
2025/04;Fogo em áreas de desmatamento consolidado;36;MARANHÃO
2024/10;Fogo em áreas de vegetação nativa;494;MARANHÃO
2024/11;Fogo em áreas de desmatamento recente;229;MARANHÃO
2025/04;Fogo em áreas de desmatamento recente;75;MARANHÃO
2024/11;Fogo em outras áreas;2;MARANHÃO
2025/04;Fogo em outras áreas;1;MARANHÃO
2025/04;Fogo em áreas de vegetação nativa;10;MARANHÃO
2024/11;Fogo em áreas de vegetação nativa;122;MARANHÃO
2025/05;Fogo em áreas de desmatamento consolidado;80;MARANHÃO
2024/12;Fogo em áreas de desmatamento consolidado;1222;MARANHÃO
2024/11;Fogo em áreas de desmatamento consolidado;987;MARANHÃO
2025/05;Fogo em áreas de desmatamento recente;246;MARANHÃO
2024/12;Fogo em áreas de desmatamento recente;146;MARANHÃO
2025/05;Fogo em áreas de vegetação nativa;108;MARANHÃO
2025/05;Fogo em áreas de desmatamento consolidado;18;MARANHÃO
2024/12;Fogo em áreas de vegetação nativa;62;MARANHÃO
2025/06;Fogo em áreas de desmatamento consolidado;54;MARANHÃO
2025/06;Fogo em áreas de desmatamento recente;163;MARANHÃO
2025/06;Fogo em áreas de vegetação nativa;87;MARANHÃO
2024/11;Fogo em áreas de desmatamento recente;953;MARANHÃO
2024/11;Fogo em outras áreas;1;MARANHÃO
2024/11;Fogo em áreas de vegetação nativa;141;MARANHÃO
2024/12;Fogo em áreas de desmatamento consolidado;525;MARANHÃO
2024/12;Fogo em áreas de desmatamento recente;580;MARANHÃO
2024/06;Fogo em áreas de desmatamento consolidado;195;MARANHÃO
2024/12;Fogo em áreas de vegetação nativa;45;MARANHÃO
2024/06;Fogo em áreas de desmatamento recente;596;MARANHÃO
2024/06;Fogo em áreas de vegetação nativa;339;MARANHÃO
2024/07;Fogo em áreas de desmatamento consolidado;493;MARANHÃO
2025/01;Fogo em áreas de vegetação nativa;12;MARANHÃO
2025/04;Fogo em áreas de vegetação nativa;4;GOIÁS
2024/12;Fogo em áreas de desmatamento recente;13;GOIÁS
2025/06;Fogo em áreas de vegetação nativa;40;GOIÁS
2024/06;Fogo em áreas de desmatamento consolidado;2;GOIÁS
2025/06;Fogo em áreas de desmatamento recente;25;GOIÁS
2024/12;Fogo em áreas de desmatamento consolidado;50;GOIÁS
2024/11;Fogo em áreas de vegetação nativa;1;GOIÁS
2025/06;Fogo em áreas de desmatamento consolidado;57;GOIÁS
2025/05;Fogo em áreas de vegetação nativa;20;GOIÁS
2024/07;Fogo em áreas de desmatamento consolidado;14;GOIÁS
2025/05;Fogo em áreas de desmatamento recente;29;GOIÁS
2024/11;Fogo em áreas de desmatamento recente;9;GOIÁS
2024/12;Fogo em áreas de vegetação nativa;3;GOIÁS
2024/07;Fogo em áreas de desmatamento recente;1;GOIÁS
2024/06;Fogo em áreas de desmatamento consolidado;187;GOIÁS
2025/05;Fogo em áreas de desmatamento consolidado;102;GOIÁS
2024/06;Fogo em áreas de desmatamento recente;28;GOIÁS
2024/11;Fogo em áreas de desmatamento consolidado;39;GOIÁS
2024/08;Fogo em áreas de desmatamento consolidado;21;GOIÁS
2024/06;Fogo em áreas de vegetação nativa;43;GOIÁS
2025/04;Fogo em áreas de desmatamento recente;3;GOIÁS
2024/10;Fogo em áreas de vegetação nativa;55;GOIÁS
2024/07;Fogo em áreas de desmatamento consolidado;382;GOIÁS
2024/07;Fogo em áreas de desmatamento recente;64;GOIÁS
2025/04;Fogo em áreas de desmatamento consolidado;28;GOIÁS
2025/01;Fogo em áreas de desmatamento consolidado;3;GOIÁS
2025/03;Fogo em áreas de vegetação nativa;6;GOIÁS
2024/07;Fogo em áreas de vegetação nativa;34;GOIÁS
2025/03;Fogo em áreas de desmatamento recente;21;GOIÁS
2024/10;Fogo em áreas de desmatamento recente;57;GOIÁS
2024/08;Fogo em áreas de desmatamento consolidado;904;GOIÁS
2025/04;Fogo em áreas de desmatamento consolidado;3;GOIÁS
2024/08;Fogo em áreas de desmatamento recente;97;GOIÁS
2024/09;Fogo em áreas de desmatamento consolidado;43;GOIÁS
2025/03;Fogo em áreas de desmatamento consolidado;65;GOIÁS
2024/08;Fogo em áreas de vegetação nativa;98;GOIÁS
2024/10;Fogo em áreas de desmatamento consolidado;317;GOIÁS
2024/09;Fogo em áreas de desmatamento consolidado;2493;GOIÁS
2025/03;Fogo em áreas de desmatamento consolidado;4;GOIÁS
2025/02;Fogo em áreas de vegetação nativa;3;GOIÁS
2024/09;Fogo em áreas de desmatamento recente;216;GOIÁS
2025/01;Fogo em áreas de desmatamento consolidado;90;GOIÁS
2025/02;Fogo em áreas de desmatamento consolidado;2;GOIÁS
2025/01;Fogo em áreas de desmatamento recente;10;GOIÁS
2024/09;Fogo em áreas de vegetação nativa;356;GOIÁS
2025/02;Fogo em áreas de desmatamento recente;13;GOIÁS
2024/10;Fogo em áreas de desmatamento consolidado;22;GOIÁS
2025/01;Fogo em áreas de vegetação nativa;1;GOIÁS
2024/09;Fogo em outras áreas;3;GOIÁS
2025/02;Fogo em áreas de desmatamento consolidado;48;GOIÁS
2024/10;Fogo em áreas de desmatamento consolidado;38;ESPÍRITO SANTO
2025/02;Fogo em áreas de desmatamento recente;3;ESPÍRITO SANTO
2024/10;Fogo em áreas de desmatamento recente;6;ESPÍRITO SANTO
2025/03;Fogo em áreas de desmatamento consolidado;24;ESPÍRITO SANTO
2024/11;Fogo em áreas de desmatamento consolidado;16;ESPÍRITO SANTO
2024/11;Fogo em áreas de desmatamento recente;1;ESPÍRITO SANTO
2025/04;Fogo em áreas de desmatamento consolidado;11;ESPÍRITO SANTO
2024/09;Fogo em áreas de vegetação nativa;1;ESPÍRITO SANTO
2024/12;Fogo em áreas de desmatamento consolidado;12;ESPÍRITO SANTO
2024/12;Fogo em áreas de desmatamento recente;2;ESPÍRITO SANTO
2025/04;Fogo em áreas de desmatamento recente;1;ESPÍRITO SANTO
2024/12;Fogo em áreas de vegetação nativa;2;ESPÍRITO SANTO
2025/05;Fogo em áreas de desmatamento consolidado;7;ESPÍRITO SANTO
2025/06;Fogo em áreas de desmatamento consolidado;13;ESPÍRITO SANTO
2025/06;Fogo em áreas de desmatamento recente;2;ESPÍRITO SANTO
2024/09;Fogo em áreas de desmatamento recente;15;ESPÍRITO SANTO
2025/02;Fogo em áreas de desmatamento consolidado;26;ESPÍRITO SANTO
2024/09;Fogo em áreas de desmatamento consolidado;235;ESPÍRITO SANTO
2025/01;Fogo em áreas de desmatamento consolidado;6;ESPÍRITO SANTO
2024/08;Fogo em áreas de desmatamento recente;6;ESPÍRITO SANTO
2024/08;Fogo em áreas de desmatamento consolidado;94;ESPÍRITO SANTO
2024/07;Fogo em áreas de vegetação nativa;1;ESPÍRITO SANTO
2024/07;Fogo em áreas de desmatamento recente;3;ESPÍRITO SANTO
2024/07;Fogo em áreas de desmatamento consolidado;77;ESPÍRITO SANTO
2024/06;Fogo em áreas de desmatamento recente;3;ESPÍRITO SANTO
2024/06;Fogo em áreas de desmatamento consolidado;57;ESPÍRITO SANTO
2024/12;Fogo em áreas de desmatamento consolidado;3;DISTRITO FEDERAL
2024/10;Fogo em áreas de desmatamento recente;1;DISTRITO FEDERAL
2024/10;Fogo em áreas de desmatamento consolidado;16;DISTRITO FEDERAL
2024/09;Fogo em áreas de vegetação nativa;24;DISTRITO FEDERAL
2024/09;Fogo em áreas de desmatamento recente;7;DISTRITO FEDERAL
2024/09;Fogo em áreas de desmatamento consolidado;137;DISTRITO FEDERAL
2024/08;Fogo em áreas de vegetação nativa;3;DISTRITO FEDERAL
2024/08;Fogo em áreas de desmatamento recente;2;DISTRITO FEDERAL
2024/08;Fogo em áreas de desmatamento consolidado;51;DISTRITO FEDERAL
2024/07;Fogo em áreas de vegetação nativa;2;DISTRITO FEDERAL
2024/07;Fogo em áreas de desmatamento recente;5;DISTRITO FEDERAL
2024/07;Fogo em áreas de desmatamento consolidado;49;DISTRITO FEDERAL
2024/06;Fogo em áreas de desmatamento consolidado;24;DISTRITO FEDERAL
2025/06;Fogo em áreas de desmatamento consolidado;5;DISTRITO FEDERAL
2025/05;Fogo em áreas de desmatamento consolidado;4;DISTRITO FEDERAL
2025/03;Fogo em áreas de desmatamento consolidado;2;DISTRITO FEDERAL
2025/02;Fogo em áreas de desmatamento consolidado;1;DISTRITO FEDERAL
2024/12;Fogo em áreas de vegetação nativa;69;CEARÁ
2024/12;Fogo em áreas de desmatamento recente;1034;CEARÁ
2024/12;Fogo em áreas de desmatamento consolidado;1427;CEARÁ
2024/11;Fogo em áreas de vegetação nativa;65;CEARÁ
2024/11;Fogo em áreas de desmatamento recente;989;CEARÁ
2024/11;Fogo em áreas de desmatamento consolidado;1421;CEARÁ
2024/10;Fogo em áreas de vegetação nativa;55;CEARÁ
2024/10;Fogo em áreas de desmatamento recente;430;CEARÁ
2024/10;Fogo em áreas de desmatamento consolidado;684;CEARÁ
2024/09;Fogo em áreas de desmatamento recente;107;CEARÁ
2024/09;Fogo em áreas de desmatamento consolidado;171;CEARÁ
2024/08;Fogo em áreas de vegetação nativa;10;CEARÁ
2024/08;Fogo em áreas de desmatamento recente;72;CEARÁ
2024/08;Fogo em áreas de desmatamento consolidado;107;CEARÁ
2024/07;Fogo em áreas de vegetação nativa;1;CEARÁ
2024/07;Fogo em áreas de desmatamento recente;20;CEARÁ
2024/07;Fogo em áreas de desmatamento consolidado;37;CEARÁ
2024/06;Fogo em áreas de desmatamento recente;21;CEARÁ
2024/06;Fogo em áreas de desmatamento consolidado;9;CEARÁ
2025/06;Fogo em áreas de desmatamento recente;14;CEARÁ
2025/06;Fogo em áreas de desmatamento consolidado;9;CEARÁ
2025/05;Fogo em áreas de desmatamento recente;13;CEARÁ
2025/05;Fogo em áreas de desmatamento consolidado;19;CEARÁ
2025/04;Fogo em áreas de desmatamento recente;10;CEARÁ
2025/04;Fogo em áreas de desmatamento consolidado;7;CEARÁ
2025/03;Fogo em áreas de desmatamento recente;3;CEARÁ
2025/03;Fogo em áreas de desmatamento consolidado;13;CEARÁ
2025/02;Fogo em áreas de desmatamento recente;21;CEARÁ
2025/02;Fogo em áreas de desmatamento consolidado;20;CEARÁ
2025/01;Fogo em áreas de vegetação nativa;5;CEARÁ
2025/01;Fogo em áreas de desmatamento recente;111;CEARÁ
2025/01;Fogo em áreas de desmatamento consolidado;132;CEARÁ
2024/09;Fogo em áreas de vegetação nativa;19;CEARÁ
2024/12;Fogo em áreas de vegetação nativa;6;BAHIA
2024/12;Fogo em áreas de desmatamento recente;25;BAHIA
2024/12;Fogo em áreas de desmatamento consolidado;25;BAHIA
2024/11;Fogo em áreas de vegetação nativa;6;BAHIA
