date;class;focuses;uf
2024/07;Fogo em áreas de desmatamento consolidado;187;SANTA CATARINA
2024/06;Fogo em áreas de desmatamento recente;14;SANTA CATARINA
2025/03;Fogo em áreas de desmatamento consolidado;122;SANTA CATARINA
2025/04;Fogo em áreas de desmatamento recente;3;SANTA CATARINA
2024/08;Fogo em áreas de desmatamento recente;119;RIO GRANDE DO SUL
2024/12;Fogo em áreas de desmatamento recente;1;RIO GRANDE DO SUL
2024/06;Fogo em áreas de vegetação nativa;1;RIO GRANDE DO SUL
2025/04;Fogo em áreas de desmatamento recente;6;RIO GRANDE DO SUL
2025/03;Fogo em áreas de desmatamento consolidado;22;RIO GRANDE DO SUL
2024/10;Fogo em áreas de vegetação nativa;2;RIO GRANDE DO SUL
2025/06;Fogo em áreas de vegetação nativa;1;RIO GRANDE DO SUL
2025/06;Fogo em áreas de desmatamento recente;3;RIO GRANDE DO SUL
2024/07;Fogo em áreas de desmatamento consolidado;123;RIO GRANDE DO SUL
2024/06;Fogo em áreas de desmatamento recente;7;RIO GRANDE DO SUL
2024/10;Fogo em áreas de desmatamento consolidado;14;RIO GRANDE DO SUL
2024/07;Fogo em áreas de desmatamento recente;37;RIO GRANDE DO SUL
2024/06;Fogo em áreas de desmatamento consolidado;44;RIO GRANDE DO SUL
2025/06;Fogo em áreas de desmatamento consolidado;6;RIO GRANDE DO SUL
2024/09;Fogo em áreas de desmatamento consolidado;134;RIO GRANDE DO SUL
2024/11;Fogo em áreas de desmatamento consolidado;12;RIO GRANDE DO SUL
2024/07;Fogo em áreas de vegetação nativa;39;RIO GRANDE DO SUL
2024/09;Fogo em áreas de vegetação nativa;17;RIO GRANDE DO SUL
2024/12;Fogo em áreas de desmatamento consolidado;9;RIO GRANDE DO SUL
2025/01;Fogo em áreas de desmatamento consolidado;19;RIO GRANDE DO SUL
2025/05;Fogo em áreas de vegetação nativa;1;RIO GRANDE DO SUL
2025/03;Fogo em áreas de desmatamento recente;13;RIO GRANDE DO SUL
2024/11;Fogo em áreas de desmatamento recente;1;RIO GRANDE DO SUL
2025/04;Fogo em áreas de desmatamento consolidado;41;RIO GRANDE DO SUL
2025/02;Fogo em áreas de desmatamento consolidado;19;RIO GRANDE DO SUL
2024/08;Fogo em áreas de desmatamento consolidado;377;RIO GRANDE DO SUL
2025/05;Fogo em áreas de desmatamento consolidado;37;RIO GRANDE DO SUL
2025/02;Fogo em áreas de desmatamento recente;4;RIO GRANDE DO SUL
2024/09;Fogo em áreas de desmatamento recente;26;RIO GRANDE DO SUL
2025/01;Fogo em áreas de desmatamento recente;3;RIO GRANDE DO SUL
2025/05;Fogo em áreas de desmatamento recente;8;RIO GRANDE DO SUL
2024/08;Fogo em áreas de vegetação nativa;132;RIO GRANDE DO SUL
2025/02;Fogo em áreas de vegetação nativa;1;RIO GRANDE DO SUL
2024/10;Fogo em áreas de desmatamento recente;3;RIO GRANDE DO NORTE
2025/03;Fogo em áreas de desmatamento consolidado;6;RIO GRANDE DO NORTE
2024/10;Fogo em áreas de desmatamento consolidado;1;RIO GRANDE DO NORTE
2024/11;Fogo em áreas de desmatamento consolidado;12;RIO GRANDE DO NORTE
2025/01;Fogo em áreas de desmatamento consolidado;3;RIO GRANDE DO NORTE
2025/04;Fogo em áreas de desmatamento consolidado;2;RIO GRANDE DO NORTE
2024/08;Fogo em áreas de desmatamento consolidado;2;RIO GRANDE DO NORTE
2025/02;Fogo em áreas de desmatamento consolidado;1;RIO GRANDE DO NORTE
2024/09;Fogo em áreas de desmatamento consolidado;12;RIO GRANDE DO NORTE
2024/12;Fogo em áreas de desmatamento recente;1;RIO DE JANEIRO
2024/12;Fogo em áreas de desmatamento consolidado;3;RIO DE JANEIRO
2025/01;Fogo em áreas de desmatamento consolidado;7;RIO DE JANEIRO
2025/05;Fogo em áreas de desmatamento consolidado;10;RIO DE JANEIRO
2024/08;Fogo em áreas de vegetação nativa;5;RIO DE JANEIRO
2024/09;Fogo em áreas de desmatamento consolidado;378;RIO DE JANEIRO
2025/01;Fogo em áreas de desmatamento recente;1;RIO DE JANEIRO
2025/02;Fogo em áreas de desmatamento recente;4;RIO DE JANEIRO
2024/11;Fogo em áreas de desmatamento consolidado;15;RIO DE JANEIRO
2025/06;Fogo em áreas de desmatamento consolidado;5;RIO DE JANEIRO
2024/06;Fogo em áreas de desmatamento consolidado;148;RIO DE JANEIRO
2024/08;Fogo em áreas de desmatamento recente;6;RIO DE JANEIRO
2024/06;Fogo em áreas de desmatamento recente;4;RIO DE JANEIRO
2024/10;Fogo em áreas de vegetação nativa;1;RIO DE JANEIRO
2024/06;Fogo em áreas de vegetação nativa;9;RIO DE JANEIRO
2025/02;Fogo em áreas de desmatamento consolidado;41;RIO DE JANEIRO
2024/10;Fogo em áreas de desmatamento recente;1;RIO DE JANEIRO
2025/03;Fogo em áreas de desmatamento consolidado;29;RIO DE JANEIRO
2025/04;Fogo em áreas de desmatamento consolidado;1;RIO DE JANEIRO
2024/09;Fogo em áreas de desmatamento recente;7;RIO DE JANEIRO
2024/07;Fogo em áreas de desmatamento consolidado;143;RIO DE JANEIRO
2024/10;Fogo em áreas de desmatamento consolidado;83;RIO DE JANEIRO
2024/07;Fogo em áreas de desmatamento recente;3;RIO DE JANEIRO
2024/08;Fogo em áreas de desmatamento consolidado;229;RIO DE JANEIRO
2024/09;Fogo em áreas de vegetação nativa;6;RIO DE JANEIRO
2025/04;Fogo em áreas de desmatamento consolidado;12;PERNAMBUCO
2024/12;Fogo em áreas de desmatamento recente;8;PERNAMBUCO
2024/09;Fogo em áreas de desmatamento consolidado;28;PERNAMBUCO
2025/03;Fogo em áreas de desmatamento recente;1;PERNAMBUCO
2024/12;Fogo em áreas de desmatamento consolidado;54;PERNAMBUCO
2025/05;Fogo em áreas de desmatamento consolidado;11;PERNAMBUCO
2025/05;Fogo em áreas de desmatamento recente;1;PERNAMBUCO
2025/01;Fogo em áreas de desmatamento consolidado;32;PERNAMBUCO
2024/11;Fogo em áreas de desmatamento recente;12;PERNAMBUCO
2024/08;Fogo em áreas de desmatamento consolidado;5;PERNAMBUCO
2025/01;Fogo em áreas de desmatamento recente;2;PERNAMBUCO
2024/10;Fogo em áreas de desmatamento consolidado;46;PERNAMBUCO
2024/06;Fogo em áreas de desmatamento consolidado;1;PERNAMBUCO
2024/08;Fogo em áreas de desmatamento recente;1;PERNAMBUCO
2025/03;Fogo em áreas de desmatamento consolidado;8;PERNAMBUCO
2024/07;Fogo em áreas de desmatamento consolidado;1;PERNAMBUCO
2025/02;Fogo em áreas de desmatamento recente;5;PERNAMBUCO
2025/04;Fogo em áreas de desmatamento recente;2;PERNAMBUCO
2025/02;Fogo em áreas de desmatamento consolidado;15;PERNAMBUCO
2024/11;Fogo em áreas de desmatamento consolidado;72;PERNAMBUCO
2024/09;Fogo em áreas de desmatamento recente;1;PERNAMBUCO
2024/10;Fogo em áreas de desmatamento recente;6;PERNAMBUCO
2024/08;Fogo em áreas de desmatamento consolidado;9;PARAÍBA
2024/11;Fogo em áreas de desmatamento recente;3;PARAÍBA
2025/01;Fogo em áreas de desmatamento consolidado;11;PARAÍBA
2024/12;Fogo em áreas de desmatamento recente;1;PARAÍBA
2025/01;Fogo em áreas de desmatamento recente;1;PARAÍBA
2024/09;Fogo em áreas de desmatamento recente;1;PARAÍBA
2025/04;Fogo em áreas de desmatamento consolidado;1;PARAÍBA
2024/10;Fogo em áreas de desmatamento consolidado;20;PARAÍBA
2024/09;Fogo em áreas de desmatamento consolidado;30;PARAÍBA
2024/12;Fogo em áreas de desmatamento consolidado;10;PARAÍBA
2025/03;Fogo em áreas de desmatamento consolidado;3;PARAÍBA
2025/02;Fogo em áreas de desmatamento consolidado;2;PARAÍBA
2024/11;Fogo em áreas de desmatamento consolidado;20;PARAÍBA
2024/07;Fogo em áreas de desmatamento recente;21;PARANÁ
2025/04;Fogo em áreas de desmatamento recente;5;PARANÁ
2024/07;Fogo em áreas de desmatamento consolidado;185;PARANÁ
2025/02;Fogo em áreas de desmatamento consolidado;51;PARANÁ
2025/03;Fogo em áreas de desmatamento recente;11;PARANÁ
2024/10;Fogo em áreas de desmatamento consolidado;141;PARANÁ
2025/02;Fogo em áreas de desmatamento recente;5;PARANÁ
2024/08;Fogo em áreas de desmatamento consolidado;821;PARANÁ
2024/09;Fogo em áreas de vegetação nativa;5;PARANÁ
2024/10;Fogo em áreas de desmatamento recente;24;PARANÁ
2024/06;Fogo em áreas de vegetação nativa;1;PARANÁ
2024/06;Fogo em áreas de desmatamento recente;23;PARANÁ
2024/08;Fogo em áreas de desmatamento recente;91;PARANÁ
2025/03;Fogo em áreas de desmatamento consolidado;74;PARANÁ
2025/04;Fogo em áreas de vegetação nativa;1;PARANÁ
2024/11;Fogo em áreas de desmatamento consolidado;26;PARANÁ
2024/06;Fogo em áreas de desmatamento consolidado;212;PARANÁ
2025/06;Fogo em áreas de desmatamento consolidado;10;PARANÁ
2025/01;Fogo em áreas de desmatamento consolidado;33;PARANÁ
2024/08;Fogo em outras áreas;1;PARANÁ
2024/11;Fogo em áreas de desmatamento recente;4;PARANÁ
2024/11;Fogo em áreas de vegetação nativa;8;PARANÁ
2025/05;Fogo em áreas de desmatamento consolidado;113;PARANÁ
2024/08;Fogo em áreas de vegetação nativa;75;PARANÁ
2025/05;Fogo em áreas de desmatamento recente;6;PARANÁ
2024/12;Fogo em áreas de desmatamento consolidado;27;PARANÁ
2025/01;Fogo em áreas de desmatamento recente;3;PARANÁ
2024/09;Fogo em áreas de desmatamento consolidado;526;PARANÁ
2025/04;Fogo em áreas de desmatamento consolidado;27;PARANÁ
2024/12;Fogo em áreas de desmatamento recente;3;PARANÁ
2024/09;Fogo em áreas de desmatamento recente;45;PARANÁ
2024/07;Fogo em áreas de vegetação nativa;3;PARANÁ
2025/01;Fogo em áreas de desmatamento consolidado;31;MINAS GERAIS
2024/08;Fogo em áreas de desmatamento recente;88;MINAS GERAIS
2025/01;Fogo em áreas de desmatamento recente;6;MINAS GERAIS
2024/10;Fogo em áreas de desmatamento consolidado;540;MINAS GERAIS
2024/09;Fogo em áreas de vegetação nativa;106;MINAS GERAIS
2025/02;Fogo em áreas de desmatamento consolidado;57;MINAS GERAIS
2025/02;Fogo em áreas de desmatamento recente;10;MINAS GERAIS
2024/12;Fogo em áreas de desmatamento consolidado;46;MINAS GERAIS
2024/12;Fogo em áreas de desmatamento recente;9;MINAS GERAIS
2025/03;Fogo em áreas de desmatamento consolidado;57;MINAS GERAIS
2025/03;Fogo em áreas de desmatamento recente;10;MINAS GERAIS
2025/03;Fogo em áreas de vegetação nativa;1;MINAS GERAIS
2024/08;Fogo em áreas de vegetação nativa;44;MINAS GERAIS
2025/04;Fogo em áreas de desmatamento consolidado;40;MINAS GERAIS
2024/10;Fogo em áreas de desmatamento recente;114;MINAS GERAIS
2025/04;Fogo em áreas de desmatamento recente;5;MINAS GERAIS
2024/06;Fogo em áreas de desmatamento recente;14;MINAS GERAIS
2025/05;Fogo em áreas de desmatamento consolidado;55;MINAS GERAIS
2025/05;Fogo em áreas de desmatamento recente;8;MINAS GERAIS
2025/05;Fogo em áreas de vegetação nativa;1;MINAS GERAIS
2025/06;Fogo em áreas de desmatamento consolidado;32;MINAS GERAIS
2025/06;Fogo em áreas de desmatamento recente;4;MINAS GERAIS
2024/10;Fogo em áreas de vegetação nativa;47;MINAS GERAIS
2024/06;Fogo em áreas de vegetação nativa;4;MINAS GERAIS
2024/11;Fogo em áreas de desmatamento consolidado;63;MINAS GERAIS
2024/07;Fogo em áreas de desmatamento consolidado;399;MINAS GERAIS
2024/09;Fogo em áreas de desmatamento recente;256;MINAS GERAIS
2024/07;Fogo em áreas de desmatamento recente;35;MINAS GERAIS
2024/11;Fogo em áreas de desmatamento recente;26;MINAS GERAIS
2024/07;Fogo em áreas de vegetação nativa;13;MINAS GERAIS
2024/09;Fogo em áreas de desmatamento consolidado;2055;MINAS GERAIS
2024/12;Fogo em áreas de vegetação nativa;1;MINAS GERAIS
2024/11;Fogo em áreas de vegetação nativa;1;MINAS GERAIS
2024/08;Fogo em áreas de desmatamento consolidado;1080;MINAS GERAIS
2024/06;Fogo em áreas de desmatamento consolidado;205;MINAS GERAIS
2025/01;Fogo em áreas de desmatamento consolidado;13;MATO GROSSO DO SUL
2024/10;Fogo em áreas de desmatamento consolidado;13;MATO GROSSO DO SUL
2025/02;Fogo em áreas de desmatamento consolidado;31;MATO GROSSO DO SUL
2025/02;Fogo em áreas de vegetação nativa;2;MATO GROSSO DO SUL
2025/03;Fogo em áreas de desmatamento consolidado;8;MATO GROSSO DO SUL
2025/03;Fogo em áreas de vegetação nativa;1;MATO GROSSO DO SUL
2024/10;Fogo em áreas de desmatamento recente;1;MATO GROSSO DO SUL
2025/04;Fogo em áreas de desmatamento consolidado;2;MATO GROSSO DO SUL
2025/05;Fogo em áreas de desmatamento consolidado;1;MATO GROSSO DO SUL
2024/10;Fogo em áreas de vegetação nativa;4;MATO GROSSO DO SUL
2024/11;Fogo em áreas de desmatamento consolidado;5;MATO GROSSO DO SUL
2024/11;Fogo em áreas de vegetação nativa;2;MATO GROSSO DO SUL
2024/12;Fogo em áreas de desmatamento consolidado;7;MATO GROSSO DO SUL
2024/06;Fogo em áreas de desmatamento consolidado;57;MATO GROSSO DO SUL
2024/06;Fogo em áreas de desmatamento recente;8;MATO GROSSO DO SUL
2024/06;Fogo em áreas de vegetação nativa;33;MATO GROSSO DO SUL
2024/07;Fogo em áreas de desmatamento consolidado;17;MATO GROSSO DO SUL
2024/07;Fogo em áreas de vegetação nativa;1;MATO GROSSO DO SUL
2024/08;Fogo em áreas de desmatamento consolidado;112;MATO GROSSO DO SUL
2024/08;Fogo em áreas de desmatamento recente;7;MATO GROSSO DO SUL
2024/08;Fogo em áreas de vegetação nativa;71;MATO GROSSO DO SUL
2024/09;Fogo em áreas de desmatamento consolidado;188;MATO GROSSO DO SUL
2024/09;Fogo em áreas de desmatamento recente;3;MATO GROSSO DO SUL
2024/09;Fogo em outras áreas;3;MATO GROSSO DO SUL
2024/09;Fogo em áreas de vegetação nativa;177;MATO GROSSO DO SUL
2025/01;Fogo em áreas de desmatamento consolidado;3;GOIÁS
2025/02;Fogo em áreas de desmatamento consolidado;2;GOIÁS
2025/03;Fogo em áreas de desmatamento consolidado;4;GOIÁS
2025/04;Fogo em áreas de desmatamento consolidado;3;GOIÁS
2024/06;Fogo em áreas de desmatamento consolidado;2;GOIÁS
2024/07;Fogo em áreas de desmatamento consolidado;14;GOIÁS
2024/08;Fogo em áreas de desmatamento consolidado;21;GOIÁS
2024/09;Fogo em áreas de desmatamento consolidado;43;GOIÁS
2024/10;Fogo em áreas de desmatamento consolidado;22;GOIÁS
2024/07;Fogo em áreas de desmatamento recente;1;GOIÁS
2025/02;Fogo em áreas de desmatamento consolidado;26;ESPÍRITO SANTO
2025/02;Fogo em áreas de desmatamento recente;3;ESPÍRITO SANTO
2025/03;Fogo em áreas de desmatamento consolidado;24;ESPÍRITO SANTO
2025/04;Fogo em áreas de desmatamento consolidado;11;ESPÍRITO SANTO
2025/04;Fogo em áreas de desmatamento recente;1;ESPÍRITO SANTO
2025/05;Fogo em áreas de desmatamento consolidado;7;ESPÍRITO SANTO
2025/06;Fogo em áreas de desmatamento consolidado;13;ESPÍRITO SANTO
2025/06;Fogo em áreas de desmatamento recente;2;ESPÍRITO SANTO
2025/01;Fogo em áreas de desmatamento consolidado;6;ESPÍRITO SANTO
2024/06;Fogo em áreas de desmatamento consolidado;57;ESPÍRITO SANTO
2024/06;Fogo em áreas de desmatamento recente;3;ESPÍRITO SANTO
2024/07;Fogo em áreas de desmatamento consolidado;77;ESPÍRITO SANTO
2024/07;Fogo em áreas de desmatamento recente;3;ESPÍRITO SANTO
2024/07;Fogo em áreas de vegetação nativa;1;ESPÍRITO SANTO
2024/08;Fogo em áreas de desmatamento consolidado;94;ESPÍRITO SANTO
2024/08;Fogo em áreas de desmatamento recente;6;ESPÍRITO SANTO
2024/09;Fogo em áreas de desmatamento consolidado;235;ESPÍRITO SANTO
2024/09;Fogo em áreas de desmatamento recente;15;ESPÍRITO SANTO
2024/09;Fogo em áreas de vegetação nativa;1;ESPÍRITO SANTO
2024/10;Fogo em áreas de desmatamento consolidado;38;ESPÍRITO SANTO
2024/10;Fogo em áreas de desmatamento recente;6;ESPÍRITO SANTO
2024/11;Fogo em áreas de desmatamento consolidado;16;ESPÍRITO SANTO
2024/11;Fogo em áreas de desmatamento recente;1;ESPÍRITO SANTO
2024/12;Fogo em áreas de desmatamento recente;2;ESPÍRITO SANTO
2024/12;Fogo em áreas de vegetação nativa;2;ESPÍRITO SANTO
2024/12;Fogo em áreas de desmatamento consolidado;12;ESPÍRITO SANTO
2025/03;Fogo em áreas de vegetação nativa;3;BAHIA
2025/03;Fogo em áreas de desmatamento recente;28;BAHIA
2025/02;Fogo em áreas de desmatamento consolidado;55;BAHIA
2025/01;Fogo em áreas de desmatamento consolidado;57;BAHIA
2024/12;Fogo em áreas de vegetação nativa;6;BAHIA
2025/01;Fogo em áreas de vegetação nativa;1;BAHIA
2024/12;Fogo em áreas de desmatamento recente;22;BAHIA
2024/12;Fogo em áreas de desmatamento consolidado;116;BAHIA
2025/03;Fogo em áreas de desmatamento consolidado;103;BAHIA
2024/11;Fogo em áreas de vegetação nativa;3;BAHIA
2024/11;Fogo em áreas de desmatamento recente;11;BAHIA
2024/11;Fogo em áreas de desmatamento consolidado;57;BAHIA
2024/10;Fogo em áreas de vegetação nativa;5;BAHIA
2024/10;Fogo em áreas de desmatamento recente;71;BAHIA
2025/02;Fogo em áreas de vegetação nativa;1;BAHIA
2025/01;Fogo em áreas de desmatamento recente;13;BAHIA
2025/06;Fogo em áreas de desmatamento recente;8;BAHIA
2024/10;Fogo em áreas de desmatamento consolidado;191;BAHIA
2024/09;Fogo em áreas de vegetação nativa;3;BAHIA
2024/09;Fogo em áreas de desmatamento recente;61;BAHIA
2025/06;Fogo em áreas de desmatamento consolidado;50;BAHIA
2024/09;Fogo em áreas de desmatamento consolidado;228;BAHIA
2024/08;Fogo em áreas de vegetação nativa;2;BAHIA
2025/05;Fogo em áreas de vegetação nativa;2;BAHIA
2024/08;Fogo em áreas de desmatamento recente;14;BAHIA
2025/02;Fogo em áreas de desmatamento recente;16;BAHIA
2025/05;Fogo em áreas de desmatamento recente;2;BAHIA
2024/08;Fogo em áreas de desmatamento consolidado;77;BAHIA
2024/07;Fogo em áreas de vegetação nativa;2;BAHIA
2024/07;Fogo em áreas de desmatamento recente;5;BAHIA
2025/05;Fogo em áreas de desmatamento consolidado;25;BAHIA
2024/07;Fogo em áreas de desmatamento consolidado;58;BAHIA
2025/04;Fogo em áreas de vegetação nativa;1;BAHIA
2025/04;Fogo em áreas de desmatamento recente;13;BAHIA
2024/06;Fogo em áreas de desmatamento consolidado;26;BAHIA
2025/04;Fogo em áreas de desmatamento consolidado;71;BAHIA
2025/01;Fogo em áreas de desmatamento consolidado;18;ALAGOAS
2024/12;Fogo em áreas de desmatamento recente;4;ALAGOAS
2024/12;Fogo em áreas de desmatamento consolidado;53;ALAGOAS
2024/11;Fogo em áreas de desmatamento recente;2;ALAGOAS
2024/11;Fogo em áreas de desmatamento consolidado;40;ALAGOAS
2024/10;Fogo em áreas de desmatamento recente;1;ALAGOAS
2024/10;Fogo em áreas de desmatamento consolidado;24;ALAGOAS
2024/09;Fogo em áreas de desmatamento consolidado;14;ALAGOAS
2024/08;Fogo em áreas de desmatamento consolidado;1;ALAGOAS
2024/07;Fogo em áreas de desmatamento consolidado;1;ALAGOAS
2025/06;Fogo em áreas de desmatamento consolidado;1;ALAGOAS
2025/05;Fogo em áreas de desmatamento consolidado;2;ALAGOAS
2025/04;Fogo em áreas de desmatamento consolidado;4;ALAGOAS
2025/03;Fogo em áreas de desmatamento recente;1;ALAGOAS
2025/03;Fogo em áreas de desmatamento consolidado;8;ALAGOAS
2025/02;Fogo em áreas de desmatamento recente;2;ALAGOAS
2025/02;Fogo em áreas de desmatamento consolidado;13;ALAGOAS
2025/01;Fogo em áreas de desmatamento recente;1;ALAGOAS
